20050201,36.44,34.68,33.77,34.34,37.82,46.69,76.78,75.58,65.94,59.59,57.72,49.17,43.4,36.55,33.94,33.99,37.96,57.38,75.23,69.11,63.13,48.55,37.32,35.78
20050202,35.76,34.28,33.54,33.83,36.17,48.51,78.01,70.16,59.62,55.1,51.6,45.24,38.59,34.79,31.72,30.97,35.64,58.65,67.23,62.73,58.16,45.91,32.5,32.58
20050203,37.12,35.66,35.26,35.14,36.45,48.3,85.92,61.94,58.21,49.5,46.78,40.69,36.4,32.87,31.75,31.74,33.25,49.14,65.6,60.72,55.26,42.63,32.03,32.58
20050204,32.33,31.47,31.13,30.82,31.97,37.12,62.66,65.12,57.16,52.67,49.85,40.41,36.52,33.76,31.78,31.84,33.38,48.24,60,54.11,48.35,39.73,31.66,32.37
20050205,37.12,36.84,35.81,36.32,36.49,38.37,44.72,50.01,55.31,58.13,54.65,46.92,40.21,36.47,33.02,31.78,35.02,48.18,62.56,54.37,52,44.72,35.03,33.1
20050206,32.76,31.59,30.38,29.94,29.76,32.23,35.1,35.7,38.16,38.47,37.7,36.17,32.65,30.64,29.6,29.26,30.69,41.59,53.08,50.94,49.12,42.07,32.17,30.43
20050207,28.77,28.23,27.91,28.35,29.63,35.68,59.47,64.84,59.45,55.1,49.97,44.96,39.85,37.71,34.66,34.32,35.21,48.91,68.72,65.05,56.61,44.6,32.72,29.67
20050208,25.95,25.06,24.67,24.9,25.88,30.11,46,49.51,45.48,45,41.51,37,34.95,33.87,31.91,31.07,33.06,44.72,59.74,55.41,49.85,39.83,29.55,26.82
20050209,26.35,25.36,24.99,25.17,26.06,29.56,44.94,52.78,47.79,47.28,45.89,44.15,40.73,39.58,36.4,35.48,36.75,51.67,70,65,55,43.8,32.76,29.76
20050210,28.02,27.41,27.17,27.01,28.11,33.73,51.33,57.68,52.92,52.33,51.7,50.28,44.43,41.96,39.54,37.5,39.18,54.07,77.42,71.3,62.19,48.31,35.65,34.47
20050211,32.77,32.31,32.5,32.84,33.65,38.6,61.24,66.66,59.16,54.64,50.15,46.75,39.31,36.98,34.31,33.4,34.69,44.16,60.73,54.86,46.42,39.69,32.3,31.18
20050212,32.9,30.82,30.25,30.85,30.57,33.24,37.62,44.06,48.81,48.12,45.17,39.4,34.45,31.32,29.42,28.95,30.34,40.74,52.56,41.91,37.89,34.62,28.74,29.24
20050213,27.79,27.18,27.07,27.29,27.05,28.15,30.49,31.99,33.6,33.73,32.95,31.31,29.17,28.7,27.5,27.39,27.8,34.25,52.36,46.55,41.14,34.88,28.13,29.05
20050214,24.92,23.81,23.56,23.69,24.5,30.59,48.65,54.96,48.15,45.68,41.78,39.79,37.43,34.92,32.95,31.54,32.12,39.22,57.89,54.05,46.2,36.28,29.14,26.2
20050215,23.79,22.2,21.74,21.46,22.59,26.59,40.24,41.39,40.42,38.49,37.9,35.99,33.92,32.07,31.19,30.5,31.05,36.35,46.99,45.44,38.03,34.27,27.2,24.44
20050216,22.33,21.12,20.48,20.4,21.76,25.51,33.16,35.72,33.39,35.01,35.52,34.05,32.42,31.66,30.47,30.16,31.34,38.21,48.23,49.02,43.32,36.77,28.96,24.87
20050217,26.82,26.25,26,25.98,27.03,31.49,46.26,52.87,48.22,48.85,46.37,42.29,39.99,36.75,35.21,34.27,35.61,44.38,68.32,67.67,57.4,47.61,34.62,30.74
20050218,30.66,29.76,29.56,29.55,31.01,38.42,58.59,63.28,58.69,53.07,51.44,46.25,42.74,39.27,36.4,34.88,36.81,44.66,71.08,67.46,58.63,51.03,37.71,34.68
20050219,35.46,33.46,33.23,33.16,33.69,37.68,43.56,47.8,52.01,53.37,49.76,40.46,36,33.42,30.94,30.47,31.66,39.52,58.16,54.15,48.09,42.61,34.1,30.66
20050220,33.42,32.2,31.2,31.12,30.57,33.17,33.58,35.72,40.51,41.88,40.28,35.22,32.97,31.51,30.31,30.24,30.84,40.32,59.08,56.83,49.44,41.37,32.33,30.68
20050221,27.41,27.09,26.61,26.74,27.28,30.02,35.47,36.61,41.14,46.58,44.27,41.16,37.04,34.65,32.88,32.42,33.25,38.15,65,60.28,53.25,44.95,32.92,27.92
20050222,26.87,25.96,25.42,25.37,25.38,28.91,39.69,38.95,43.25,44.56,41.7,37.53,34.77,32.96,31.13,30.63,32.3,34.69,59.21,59.93,51.64,42.01,31.57,28.83
20050223,29.51,29.11,28.93,28.92,29.04,32.92,46.71,53.59,52.06,50.43,50.41,44.52,38.36,36.72,35.51,33.72,35.02,44.15,68.29,68.56,58.45,48.47,35.03,33.95
20050224,32.96,32.2,31.62,31.4,32.45,38.5,59.28,63.2,62.07,58.07,56.61,53.08,48.4,44.68,40.48,39.41,40.59,53.15,78.31,79.99,69.92,58.74,41.66,36.84
20050225,35.58,33.83,33.2,32.69,33.36,39.4,65.6,66.52,64.44,61.05,57.83,52.69,46.04,43.08,38.17,35.73,38.07,47.65,73.04,70,59.56,50.13,36.93,33.73
20050226,36.04,34.51,33.63,33.69,33.09,35.75,38.57,42.73,46.24,51.28,50.42,43.13,37.63,34.47,31.68,30.97,32.02,38.38,62.99,53.6,49.16,41.27,32.68,32.95
20050227,35.27,34.32,33.9,33.72,33.37,34.99,36.61,37.36,40.83,41.92,39.04,35.56,34.63,32.5,30.28,30.22,31.31,36.03,58.83,58.87,52.39,42.23,32.03,33.13
20050228,30.67,30.17,30.18,30.2,30.4,34.05,55.23,61.05,63.33,62.73,62.16,57.69,51.89,48.17,42.96,41.07,42.5,54.03,78.52,76.46,69.31,56.59,41.37,35.48
