20050101,14.594682,10.790074,7.064509,16.177657,11.88,1.615461,0,16.927086,14.48,17.88,24.127199,19.57,20.26,22.21,18.52,18.78,22.591629,29.708536,22.703059,24.455479,25.065163,26.46461,20.769569,20.03
20050102,16.87,13.88,3.54,13.87,17.282852,16.282766,23.471276,22.910239,20.682636,35.305842,26.141619,33.916919,31.099699,34.147367,34.541432,25.882038,32.720653,42.85077,34.509559,36.262902,33.834763,29.03362,22.104406,20.86898
20050103,21.591009,8.130724,19.91628,12.791146,22.938156,25.856018,44.742756,45.556305,27.1,46.16,37.532072,35.7899,51.155174,25.335882,22.97,25.346743,31.708179,34.985523,47.224025,30.64016,28.1299,25.678431,23.427036,24.392327
20050104,17.557346,15.601527,12.480241,12.911952,18.37,19.24,25.37533,25.321383,24.65,25.680508,28.830586,26.782332,27.388139,27.765199,33.064924,33.450002,34.707852,92.542944,35.696053,46.109551,48.842313,28.736285,22.438123,23.021976
20050105,22.25033,22.249419,21.647864,9.172556,23.30701,23.03182,48.280069,30.548546,30.28,33.349151,82.41,33.132065,67.419646,30.93,35.51,36.62532,57.910584,51.481939,68.035783,62.25,43.73132,39.187387,28.425504,26.90346
20050106,23.559701,22.002979,21.499167,24.427196,25.725259,28.32334,46.80072,61.430667,52.90813,83.060521,43.307546,76.95284,35.765404,33.916152,32.926077,38.364797,59.79,99.31,105.46,69.48,81.47,39.36,25.701079,25.710224
20050107,25.5655,24.538366,24.569786,26.044304,23.192114,31.350176,60.414948,38.3791,34.659511,34.774446,32.8,34.789917,41.111616,34.085265,27.818781,31.213846,32.603542,48.515247,37.911929,33.21,32.53,28.786987,30.417972,27.299944
20050108,25.35,27.060759,28.843686,26.111703,24.495149,25.610012,23.864218,28.930498,37.726153,106.768526,87.472084,35.591583,42.752014,37.675895,30.152717,31.35516,56.411363,54.948692,57.53,53.25,48.23,33.150074,30.875546,30.759245
20050109,27.011676,21.663808,23.542413,26.718547,23.94976,24.44722,28.321898,29.724841,36.267036,35.264192,35.425827,39.103929,38.003374,28.241437,29.135621,28.45983,34.887718,62.160656,54.13935,67.11,72.78,60.092018,32.081906,28.943546
20050110,26.132488,30.386504,27.391457,26.545154,26.766662,42.658138,69.239335,82.364632,55.322749,83.615271,42.86,77.445252,45.307201,36.32,25.92,29.07,53.17,63.462074,90.87,66.27,64.92,51.806035,26.12,27.94
20050111,24.93,24.168379,25.791033,28.463504,23.410583,27.897354,67.555944,72.427967,34.99,45.599533,47.742228,46.706993,80.013014,50.357132,52.955753,37.638817,57.227156,55.763205,52.90622,42.44,42.050018,32.17,23.58,27.655923
20050112,29.640854,23.824276,24.514992,22.611675,24.410877,35.193652,52.892017,38.17,30.276272,37.877601,32.460967,41.244155,34.922615,41.364833,31.639129,32.850448,37.011517,52.610146,39.709756,37.704282,36.918731,34.527475,27.48292,24.755251
20050113,8.39,20.55,20.53,19.38,22.300034,26.785195,38.5162,47.03,34.82,46.72,37.594693,44.230989,40.820777,38.24307,37.154978,32.350905,40.26,61.179343,45.583062,44.73,52.11,40.53,24.483487,25.687144
20050114,21.513667,22.000071,20.568008,20.61,22.556511,25.138738,37.12,66.17,44.018944,34.471276,43.999323,65.165881,46.525849,35.23,34.1,34.915746,34.215459,78.132902,104.41,77.73,52.14,69.25,40.22,27.126349
20050115,28.249226,25.66242,25.264993,27.750744,28.699519,28.902612,27.330073,27.509144,37.964213,47.160657,39.485643,31.569897,30.78243,27.956322,28.364401,23.085593,26.818143,29.423851,32.68674,30.278369,30.519964,27.756104,24.615214,26.493409
20050116,27.03834,24.35467,24.395109,20.02,21.62,24.266321,21.07,23.542595,28.497481,28.558056,28.614203,26.71033,25.969624,23.999073,23.111135,25.123944,25.25,31.026557,44.92,40.44,34.93,34.33,27.93,30.491951
20050117,27.165449,28.901143,31.596358,33.68,32.483932,35.56,43.9,72.18022,120.25,117.9769,99.099623,59.804088,88.08,50.158872,71.160085,52.65639,55.427389,76.662712,117.803535,125.96,111.5,95.134606,60.31,57.299993
20050118,50.876053,76.845879,45.908463,81.613592,78.538652,68.547511,109.117387,131.946009,97.407444,87.923597,83.324336,97.54742,69.573011,67.235195,63.177594,51.324418,63.571404,65.101375,76.624352,72.549079,76.513803,81.012142,64.202468,78.216715
20050119,54.33088,57.633246,37.647255,45.67586,52.683748,52.353189,94.318365,74.750025,91.247156,116.79375,113.693318,119.520748,91.205515,57.675244,56.135036,49.301985,71.542936,85.039424,96.243127,84.69222,72.614837,53.705459,39.043921,36.341962
20050120,38.807007,33.717293,30.450758,32.712257,28.268619,31.801659,37.953086,57.429961,53.52,50.023711,82.292358,40.94112,29.311079,30.300297,28.476453,33.68006,36.335241,43.346009,54.433511,58.12,62,61.19,26.68,31.355689
20050121,33.270242,36.00872,33.025358,30.734806,28.131846,33.233688,71.896607,47.178247,60.369197,52.282155,58.575945,29.56164,30.171353,30.286308,30.709284,33.2588,33.296259,52.165012,82.817875,50.801739,49.254607,48.831855,57.155564,49.526748
20050122,61.882031,59.947149,46.279102,51.366936,68.384591,65.274287,44.750065,50.041557,77.074306,103.973079,114.102716,80.263907,89.53902,84.044147,60.440132,59.245661,84.593639,72.763392,101.057388,66.731875,75.377635,94.680005,47.76,39.859094
20050123,36.861786,49.498034,42.912899,49.290918,57.710219,63.230152,67.32441,69.420353,91.900078,90.232978,64.632601,97.064793,86.07605,62.230287,44.823243,62.149937,58.712924,88.609991,152.146667,83.907324,110.396988,90.83,82.859876,77.91612
20050124,109.39882,141.408582,70.823249,99.778748,108.647278,161.353675,199.085245,172.508843,107.929094,157.784299,111.423288,104.80712,88.71,79.75,71.019617,66.872461,49.3195,58.096091,119.04311,91.96,101.53,76.101708,48.94,43.74
20050125,32.771198,32.617077,42.581638,35.711838,38.181442,50.271904,66.137037,85.077249,69.279856,43.293091,63.906117,31.766387,39.901799,38.037318,29.235633,29.934578,26.537663,52.067766,48.41,37.18,47.443388,32.214791,28.391589,28.881318
20050126,42.494968,25.320075,26.260303,25.891587,26.861594,32.412265,46.96636,36.993597,42.961017,38.75145,32.39704,31.675056,31.238972,36.897784,36.682101,31.892102,30.921761,41.417768,58.826199,55.57,61.576476,46.083881,31.112329,29.638512
20050127,32.27903,29.187606,30.07845,35.151687,43.084233,56.52307,74.2445,64.900377,59.596652,46.583938,38.904011,44.207261,45.386705,41.80317,45.591155,34.420798,35.712542,68.095797,136.137412,82.49,110.527054,93.755182,77.080256,65.692817
20050128,55.377875,75.748244,71.763953,72.929091,58.254835,58.607424,112.523421,96.931336,74.352384,68.026316,65.710356,62.135957,38.189231,29.275252,34.588963,30.752757,43.76535,47.247468,35.440957,54.598791,55.7362,50.568512,38.517148,57.619065
20050129,62.170385,35.271525,55.971231,54.384577,64.954538,84.445615,62.335148,65.093152,92.24877,78.281414,78.92,55.08,69.429721,38.73,35.726261,40.745326,44.378402,72.938283,79.9,61.78393,48.69,37.330505,36.019978,34.089375
20050130,39.470665,31.957695,30.933576,30.507857,30.590249,39.225519,31.721321,43.11664,61.103674,53.987067,38.027004,37.122271,42.021824,44.988093,28.843917,28.780266,28.335343,38.348127,77.31,85.27,90,59.05,35.5,35.549817
20050131,28.866155,34.846209,34.518021,34.742144,30.824746,58.001842,117.270342,123.105354,82.66,73.54,55.98,53.94,49.207549,39.734642,46.38,32.52,32.46,59.415015,48.21,59.6,69.68,61.1,35.816799,28.861416
