 DATE-GMT,TIME-GMT,OBSPWR,FCSTPWR,ERR
20040101,100,25.2,21.2,-3.9
20040101,200,17.7,20.9,3.2
20040101,300,18.9,15.9,-3
20040101,400,24.1,17.6,-6.5
20040101,500,24.2,25.2,1
20040101,600,40.4,32.1,-8.2
20040101,700,51.4,37.9,-13.5
20040101,800,65.2,47.6,-17.6
20040101,900,85.4,55.9,-29.4
20040101,1000,97.1,62.4,-34.7
20040101,1100,94.3,77.4,-16.9
20040101,1200,52.4,61.4,9
20040101,1300,18.9,52.1,33.2
20040101,1400,9.7,55.3,45.6
20040101,1500,7.2,47.2,39.9
20040101,1600,6.3,41.7,35.4
20040101,1700,5,44.2,39.2
20040101,1800,6.2,14.9,8.7
20040101,1900,15.7,15.5,-0.2
20040101,2000,17.3,14.3,-3.1
20040101,2100,8,4,-3.9
20040101,2200,9.2,11.4,2.1
20040101,2300,17.5,9.4,-8.1
20040102,0,24.5,14.5,-9.9
20040102,100,15.4,14.6,-0.8
20040102,200,12.4,11.2,-1.2
20040102,300,17.3,8.8,-8.5
20040102,400,30.8,17,-13.8
20040102,500,50.6,29.6,-21
20040102,600,49.6,22.4,-27.1
20040102,700,34.7,23.5,-11.2
20040102,800,64.4,46.7,-17.6
20040102,900,75.8,63.7,-12.1
20040102,1000,85,64.5,-20.6
20040102,1100,47.6,52.5,4.9
20040102,1200,17,50.9,33.9
20040102,1300,30,53.1,23.2
20040102,1400,34.2,58.4,24.2
20040102,1500,12.6,45.2,32.6
20040102,1600,10.4,52.6,42.2
20040102,1700,6.1,34.9,28.8
20040102,1800,6.8,33.5,26.7
20040102,1900,11.9,32.5,20.6
20040102,2000,8.9,23,14.1
20040102,2100,16.3,19.1,2.7
20040102,2200,27.9,24.7,-3.2
20040102,2300,59.9,36.5,-23.4
20040103,0,77.8,50.3,-27.6
20040103,100,89.1,53.6,-35.6
20040103,200,62.4,46,-16.4
20040103,300,32.7,29.1,-3.6
20040103,400,27.1,21.2,-5.9
20040103,500,43.6,28.6,-15
20040103,600,56.3,37.8,-18.5
20040103,700,41.6,23,-18.6
20040103,800,33.5,30.5,-3
20040103,900,26.1,32.5,6.4
20040103,1000,26.6,35.4,8.8
20040103,1100,30.4,38.4,8
20040103,1200,28.2,33,4.8
20040103,1300,23,42.2,19.3
20040103,1400,26.1,45.8,19.8
20040103,1500,60.2,57.4,-2.8
20040103,1600,82.4,74.3,-8.1
20040103,1700,85.1,74.3,-10.8
20040103,1800,85.5,78,-7.5
20040103,1900,74.7,80.3,5.5
20040103,2000,66.4,75.7,9.3
20040103,2100,42.1,62.4,20.3
20040103,2200,46.2,62.6,16.4
20040103,2300,51.9,60.4,8.5
20040104,0,23.4,58.5,35.1
20040104,100,64.4,75.6,11.2
20040104,200,74.5,79.1,4.6
20040104,300,82.2,80.5,-1.7
20040104,400,84.2,77.6,-6.6
20040104,500,62.7,58.5,-4.2
20040104,600,52.2,39.7,-12.6
20040104,700,47.6,44,-3.6
20040104,800,52.4,44.7,-7.7
20040104,900,64.2,42.1,-22.1
20040104,1000,59.3,47.8,-11.4
20040104,1100,48.5,35.1,-13.4
20040104,1200,44.2,31.9,-12.4
20040104,1300,52.8,33.8,-19
20040104,1400,18.9,26.4,7.5
20040104,1500,15,28.4,13.5
20040104,1600,64,35.9,-28.1
20040104,1700,87.3,50.2,-37.1
20040104,1800,85.8,48.1,-37.7
20040104,1900,88.2,52.8,-35.4
20040104,2000,86,55.4,-30.6
20040104,2100,80.5,62.7,-17.7
20040104,2200,76.7,64,-12.7
20040104,2300,39.7,61.5,21.8
20040105,0,8.3,45.8,37.5
20040105,100,7.3,17.3,10.1
20040105,200,15.3,28.4,13.2
20040105,300,30,29.8,-0.2
20040105,400,75.7,41.3,-34.3
20040105,500,96.9,51,-45.9
20040105,600,97.1,55.5,-41.6
20040105,700,95.7,45.6,-50.1
20040105,800,97,50.8,-46.2
20040105,900,86.3,49.3,-37
20040105,1000,52.2,41.9,-10.4
20040105,1100,24.7,44.5,19.8
20040105,1200,26.9,44.7,17.8
20040105,1300,46.2,48,1.8
20040105,1400,40.8,42.3,1.5
20040105,1500,61.1,47.4,-13.7
20040105,1600,87,57.8,-29.3
20040105,1700,89.2,53.7,-35.6
20040105,1800,90.5,50.7,-39.8
20040105,1900,88.7,75.4,-13.2
20040105,2000,90.5,65.6,-24.9
20040105,2100,67,57.8,-9.2
20040105,2200,85.9,68.6,-17.3
20040105,2300,89.3,66.3,-23
20040106,0,85.7,64.7,-20.9
20040106,100,83.6,58.8,-24.9
20040106,200,79.4,56.2,-23.3
20040106,300,52.9,48.5,-4.4
20040106,400,28.5,51,22.5
20040106,500,23.9,52.1,28.3
20040106,600,22.1,38.5,16.5
20040106,700,18.2,45.6,27.3
20040106,800,25.8,40.7,14.9
20040106,900,46.7,47.5,0.7
20040106,1000,42.5,49.2,6.6
20040106,1100,35.2,35.8,0.6
20040106,1200,28.9,33.9,4.9
20040106,1300,29.4,34.4,4.9
20040106,1400,32.8,35.8,3
20040106,1500,42.7,35.9,-6.8
20040106,1600,74.1,47.2,-26.9
20040106,1700,85.1,50.3,-34.7
20040106,1800,85.8,57.3,-28.5
20040106,1900,89,61.1,-27.9
20040106,2000,88.9,56.1,-32.9
20040106,2100,89,55.6,-33.4
20040106,2200,89.2,57.4,-31.8
20040106,2300,89.5,52.4,-37.1
20040107,0,91.6,53.5,-38.2
20040107,100,90.1,49.9,-40.2
20040107,200,37.7,28,-9.7
20040107,300,38.2,27.7,-10.4
20040107,400,59.9,36.2,-23.7
20040107,500,86.7,66.6,-20.2
20040107,600,75.1,74,-1
20040107,700,38.5,53,14.5
20040107,800,37.6,52.6,15
20040107,900,53.9,56.8,2.9
20040107,1000,86.1,65.5,-20.6
20040107,1100,85.5,63.9,-21.6
20040107,1200,82.9,67.4,-15.5
20040107,1300,82.3,81,-1.3
20040107,1400,44.3,70.4,26.1
20040107,1500,69.5,80.5,11
20040107,1600,78.2,87,8.7
20040107,1700,83.1,77.3,-5.8
20040107,1800,83.8,87.6,3.8
20040107,1900,82.6,85.8,3.1
20040107,2000,85.4,82.5,-3
20040107,2100,85.9,80.5,-5.4
20040107,2200,85.3,74.4,-10.8
20040107,2300,74.6,71.9,-2.7
20040108,0,58.8,54.6,-4.1
20040108,100,61,52.3,-8.7
20040108,200,48.4,49.5,1.1
20040108,300,33.2,47.2,14
20040108,400,58.8,52.8,-6
20040108,500,59.6,54.6,-5
20040108,600,59.6,49.8,-9.8
20040108,700,59.1,50.4,-8.7
20040108,800,57.1,52.5,-4.5
20040108,900,57.8,47.9,-9.9
20040108,1000,78.4,46,-32.4
20040108,1100,76.2,54.5,-21.7
20040108,1200,75.4,56.8,-18.6
20040108,1300,81.6,60.3,-21.2
20040108,1400,79.1,60.9,-18.2
20040108,1500,81.8,62.3,-19.4
20040108,1600,38.7,52.2,13.5
20040108,1700,21.6,40.3,18.7
20040108,1800,24.1,34.1,10
20040108,1900,22,31.2,9.2
20040108,2000,20.7,29.9,9.3
20040108,2100,21.3,29.8,8.6
20040108,2200,25.3,20.2,-5.1
20040108,2300,18.8,21.3,2.4
20040109,0,10.9,16.3,5.4
20040109,100,8.4,10.9,2.5
20040109,200,21.9,11.3,-10.6
20040109,300,31.2,12.6,-18.6
20040109,400,18.3,13.6,-4.7
20040109,500,11.3,10.5,-0.8
20040109,600,6.4,3.3,-3.1
20040109,700,6.5,8.9,2.4
20040109,800,6.5,8.1,1.6
20040109,900,7.5,9.6,2.1
20040109,1000,16.2,12.4,-3.7
20040109,1100,27.2,15.2,-12
20040109,1200,7.3,6.5,-0.9
20040109,1300,7.1,6.2,-1
20040109,1400,6.7,9.7,3
20040109,1500,6.7,9.6,3
20040109,1600,6.9,8.7,1.8
20040109,1700,7.2,9.8,2.5
20040109,1800,8,10.3,2.4
20040109,1900,7.4,11.2,3.8
20040109,2000,6.9,14,7.1
20040109,2100,6.7,5.8,-1
20040109,2200,6.9,6.2,-0.7
20040109,2300,7,5.1,-1.9
20040110,0,7.2,5.2,-1.9
20040110,100,9,3.9,-5.1
20040110,200,14.9,11.3,-3.6
20040110,300,16.5,8,-8.5
20040110,400,16.7,14.7,-2
20040110,500,15.9,9.5,-6.4
20040110,600,12.6,13.2,0.5
20040110,700,10,6.4,-3.6
20040110,800,8.1,6.8,-1.3
20040110,900,8.1,16.6,8.5
20040110,1000,8,25.5,17.5
20040110,1100,8.1,20.7,12.6
20040110,1200,8.2,13.8,5.6
20040110,1300,42.1,22.8,-19.3
20040110,1400,35.8,20.6,-15.2
20040110,1500,14.8,18.7,3.8
20040110,1600,11.6,24.2,12.6
20040110,1700,8.2,21.7,13.4
20040110,1800,7.2,26.1,18.9
20040110,1900,7.5,23.8,16.3
20040110,2000,8.4,20.2,11.8
20040110,2100,9.1,26.7,17.6
20040110,2200,11.1,26.6,15.6
20040110,2300,14.3,22.5,8.1
20040111,0,14.3,18.9,4.5
20040111,100,14.7,12.6,-2.1
20040111,200,19.7,10.5,-9.2
20040111,300,32.9,15.2,-17.7
20040111,400,11.7,4.8,-7
20040111,500,30.4,9.9,-20.5
20040111,600,69.4,25.7,-43.7
20040111,700,80.3,32.5,-47.8
20040111,800,68.9,41.4,-27.6
20040111,900,63.3,41.5,-21.8
20040111,1000,66.1,38.2,-27.8
20040111,1100,71.4,36.8,-34.7
20040111,1200,90.5,44.9,-45.6
20040111,1300,93.9,43.2,-50.7
20040111,1400,91.8,58.4,-33.5
20040111,1500,89.6,65.5,-24.2
20040111,1600,90.2,63.8,-26.5
20040111,1700,91.2,75.3,-15.8
20040111,1800,93.9,82.8,-11.1
20040111,1900,91.9,85.4,-6.5
20040111,2000,91.1,86.7,-4.4
20040111,2100,81,75.2,-5.8
20040111,2200,51.2,58.8,7.6
20040111,2300,50.8,56.2,5.4
20040112,0,68.2,61.4,-6.8
20040112,100,56,74,18
20040112,200,54,70.7,16.7
20040112,300,59.7,72.5,12.8
20040112,400,90.8,80.5,-10.3
20040112,500,45.1,76.1,31
20040112,600,40.3,72.7,32.3
20040112,700,42.4,79.8,37.3
20040112,800,69.6,85.1,15.5
20040112,900,85.3,86.1,0.9
20040112,1000,87.1,85.4,-1.8
20040112,1100,88.4,88.6,0.2
20040112,1200,84.7,80.8,-3.9
20040112,1300,74.8,76.2,1.4
20040112,1400,18,59.3,41.2
20040112,1500,8.2,52.3,44.1
20040112,1600,8.2,54.6,46.4
20040112,1700,8.3,54.2,45.9
20040112,1800,15.6,42.7,27.2
20040112,1900,28.7,37.5,8.8
20040112,2000,26.9,36.2,9.3
20040112,2100,25.4,35,9.6
20040112,2200,24,24.7,0.8
20040112,2300,12.1,23,10.9
20040113,0,37.9,34.4,-3.5
20040113,100,88.2,46,-42.3
20040113,200,62.1,38.8,-23.2
20040113,300,59.2,42.5,-16.6
20040113,400,84.3,48.6,-35.7
20040113,500,88.6,76.2,-12.4
20040113,600,90.7,76.6,-14.1
20040113,700,56.5,74.3,17.8
20040113,800,35.5,57.6,22.1
20040113,900,35.8,55.6,19.8
20040113,1000,53.4,58.8,5.4
20040113,1100,60.9,51.1,-9.8
20040113,1200,60.5,50.4,-10.1
20040113,1300,62.2,53,-9.2
20040113,1400,39,43.8,4.7
20040113,1500,16.1,41.5,25.4
20040113,1600,15.7,41.5,25.7
20040113,1700,11.6,30.7,19.1
20040113,1800,3,14.1,11.1
20040113,1900,5.3,5,-0.4
20040113,2000,21.8,7.4,-14.4
20040113,2100,20,7.9,-12.1
20040113,2200,14.2,4.6,-9.6
20040113,2300,3.2,3.4,0.2
20040114,0,55.8,14.4,-41.3
20040114,100,94.9,48.9,-46
20040114,200,78.3,39.2,-39.1
20040114,300,77.7,58.3,-19.4
20040114,400,71.4,57,-14.4
20040114,500,63.3,48.8,-14.5
20040114,600,51.2,45.4,-5.9
20040114,700,46.9,42.1,-4.8
20040114,800,36.3,39.4,3.1
20040114,900,21.8,35.1,13.3
20040114,1000,12.3,24.1,11.7
20040114,1100,11.3,20.6,9.4
20040114,1200,12.4,23,10.6
20040114,1300,10.7,25.2,14.5
20040114,1400,16.4,15.4,-1
20040114,1500,27.3,19.6,-7.7
20040114,1600,15.6,28.4,12.7
20040114,1700,14.2,22.1,7.9
20040114,1800,14.6,21.6,7.1
20040114,1900,16.4,23.2,6.8
20040114,2000,16.2,32.6,16.4
20040114,2100,22.9,28.2,5.3
20040114,2200,30.5,37.8,7.3
20040114,2300,49.7,45.8,-3.9
20040115,0,77.2,58.8,-18.4
20040115,100,96.9,52.8,-44.1
20040115,200,97.1,66.5,-30.6
20040115,300,97.1,71.5,-25.6
20040115,400,97.1,65.1,-32
20040115,500,97.1,68,-29.1
20040115,600,97,69.7,-27.4
20040115,700,96.5,72.4,-24.1
20040115,800,97.1,67.2,-29.9
20040115,900,96.3,68.4,-27.9
20040115,1000,92.4,67.5,-24.9
20040115,1100,89.7,66.6,-23.1
20040115,1200,89.4,56,-33.4
20040115,1300,88,60.4,-27.6
20040115,1400,94,60.5,-33.4
20040115,1500,80.1,57.6,-22.5
20040115,1600,65.7,57,-8.7
20040115,1700,63.5,52.3,-11.3
20040115,1800,81.7,58.7,-23.1
20040115,1900,93.4,58.2,-35.2
20040115,2000,94.2,71.2,-23.1
20040115,2100,87.3,81.5,-5.9
20040115,2200,73.1,71,-2.1
20040115,2300,38.7,54.9,16.2
20040116,0,38.9,51,12.1
20040116,100,39,40.7,1.6
20040116,200,38.5,37.4,-1.1
20040116,300,37.9,48.9,10.9
20040116,400,50.5,52.8,2.2
20040116,500,87.9,61.5,-26.5
20040116,600,91.8,69.2,-22.6
20040116,700,90.6,71.1,-19.4
20040116,800,84.1,69.5,-14.6
20040116,900,84.4,71.5,-12.9
20040116,1000,84.9,67.1,-17.7
20040116,1100,85.4,80.4,-5
20040116,1200,87.1,73.1,-14
20040116,1300,85.9,71.6,-14.4
20040116,1400,84.8,69.7,-15
20040116,1500,83.1,68.8,-14.3
20040116,1600,85.9,73.3,-12.6
20040116,1700,87.3,71.4,-16
20040116,1800,82.1,63.9,-18.3
20040116,1900,84.3,63.3,-20.9
20040116,2000,82.6,67,-15.6
20040116,2100,73.6,56.4,-17.1
20040116,2200,62.2,49.9,-12.4
20040116,2300,45.9,45.2,-0.7
20040117,0,50.9,44.3,-6.6
20040117,100,68.2,44.1,-24.1
20040117,200,66.6,54.5,-12.1
20040117,300,71.4,54.2,-17.2
20040117,400,76.5,55.2,-21.3
20040117,500,61.2,43.3,-17.9
20040117,600,64.8,44.7,-20
20040117,700,71.2,56.9,-14.3
20040117,800,72.7,52,-20.7
20040117,900,61.9,41.9,-19.9
20040117,1000,52.4,44.4,-8
20040117,1100,27,36.3,9.3
20040117,1200,3.2,22.5,19.3
20040117,1300,3.3,12.8,9.5
20040117,1400,4.8,6.4,1.6
20040117,1500,13.7,8,-5.8
20040117,1600,24.3,23.6,-0.7
20040117,1700,53.3,26.8,-26.4
20040117,1800,36.1,31.2,-4.9
20040117,1900,24.2,17.6,-6.6
20040117,2000,22.1,18.8,-3.3
20040117,2100,20.6,21.8,1.2
20040117,2200,12.1,17.8,5.6
20040117,2300,12.3,20.5,8.1
20040118,0,23.9,23.5,-0.4
20040118,100,29.5,22,-7.5
20040118,200,14.8,19,4.2
20040118,300,16.3,22.6,6.3
20040118,400,12.3,25.2,12.8
20040118,500,33,39.4,6.4
20040118,600,58.1,45.9,-12.2
20040118,700,74.5,72,-2.5
20040118,800,72.2,71,-1.2
20040118,900,78.6,70.2,-8.4
20040118,1000,86.3,69.1,-17.2
20040118,1100,82.5,65.6,-17
20040118,1200,64.2,49.5,-14.7
20040118,1300,56.4,50,-6.4
20040118,1400,60.8,57.6,-3.2
20040118,1500,79.8,57,-22.9
20040118,1600,43.9,49.4,5.5
20040118,1700,33.1,41.1,8
20040118,1800,26.3,60.6,34.3
20040118,1900,32.5,55.1,22.5
20040118,2000,68.8,60.7,-8.1
20040118,2100,67.1,59.5,-7.6
20040118,2200,91,75.9,-15.1
20040118,2300,91.3,71.4,-19.9
20040119,0,88.6,79.2,-9.4
20040119,100,94.4,81.1,-13.3
20040119,200,94.3,78.4,-16
20040119,300,85.7,76.6,-9.2
20040119,400,77.1,85.9,8.8
20040119,500,77.6,88.5,10.9
20040119,600,77.9,84.6,6.7
20040119,700,70.7,80.7,10
20040119,800,64.9,86.9,21.9
20040119,900,56.4,86.6,30.2
20040119,1000,55.4,83.9,28.5
20040119,1100,60,84.7,24.7
20040119,1200,63.4,86.4,23
20040119,1300,69.6,80.1,10.5
20040119,1400,76.5,87.2,10.7
20040119,1500,82.6,88.7,6.1
20040119,1600,81,82.9,2
20040119,1700,82.8,84.9,2.1
20040119,1800,87.1,87.1,0
20040119,1900,88.6,85,-3.6
20040119,2000,87.3,87.4,0.2
20040119,2100,87.3,90.1,2.9
20040119,2200,89.1,79.8,-9.3
20040119,2300,88.6,79.7,-8.8
20040120,0,87.2,75.3,-11.9
20040120,100,88.1,68.9,-19.1
20040120,200,86.8,64.5,-22.3
20040120,300,83.7,61.3,-22.4
20040120,400,84.1,65.9,-18.2
20040120,500,79.5,63.7,-15.7
20040120,600,69.7,59.5,-10.2
20040120,700,53.1,51,-2.2
20040120,800,57.3,49,-8.3
20040120,900,56.7,44.8,-11.8
20040120,1000,59.2,41.3,-17.9
20040120,1100,56.2,46.9,-9.3
20040120,1200,61.8,46.1,-15.7
20040120,1300,67,43.2,-23.8
20040120,1400,76.7,50.2,-26.5
20040120,1500,84.6,79.4,-5.2
20040120,1600,78.5,68.9,-9.6
20040120,1700,79.5,81.5,2
20040120,1800,79.7,71.1,-8.6
20040120,1900,78.6,73,-5.6
20040120,2000,72.6,68.1,-4.4
20040120,2100,64.7,70,5.3
20040120,2200,59.9,68.6,8.7
20040120,2300,49.4,57.3,7.9
20040121,0,54.8,58.7,4
20040121,100,23,42,19
20040121,200,15.3,44.8,29.5
20040121,300,24.8,52.2,27.4
20040121,400,18.4,38.9,20.5
20040121,500,7.2,32.1,24.9
20040121,600,6.5,27.5,21.1
20040121,700,7.6,44.9,37.3
20040121,800,8.9,46.9,38
20040121,900,22.3,47.9,25.6
20040121,1000,44.7,55.3,10.7
20040121,1100,65.8,53.9,-11.9
20040121,1200,75.8,60.3,-15.5
20040121,1300,79.5,61,-18.5
20040121,1400,82.3,64.2,-18.1
20040121,1500,84.4,56.1,-28.3
20040121,1600,81.6,58.1,-23.5
20040121,1700,82.6,55.5,-27.1
20040121,1800,72.6,53.9,-18.7
20040121,1900,13.7,14.9,1.2
20040121,2000,10,22,12
20040121,2100,16.2,24.5,8.3
20040121,2200,21.2,37.5,16.2
20040121,2300,27.2,33.2,6
20040122,0,57.6,41.1,-16.5
20040122,100,89.6,50.7,-39
20040122,200,88.9,53,-35.9
20040122,300,70.8,46.9,-23.9
20040122,400,42.2,34.2,-8
20040122,500,69.4,44.7,-24.8
20040122,600,78.6,54.1,-24.5
20040122,700,80.8,57.3,-23.5
20040122,800,85.9,63.4,-22.5
20040122,900,86,65.8,-20.2
20040122,1000,82.9,55.3,-27.5
20040122,1100,80.3,67.2,-13
20040122,1200,73.6,63.8,-9.8
20040122,1300,69.1,59.9,-9.2
20040122,1400,78.5,71.6,-6.9
20040122,1500,88.8,77.8,-11
20040122,1600,53.6,71,17.3
20040122,1700,4.5,63.5,59
20040122,1800,9.4,56,46.6
20040122,1900,24.7,43.3,18.5
20040122,2000,24.5,40.2,15.7
20040122,2100,14.7,34.2,19.5
20040122,2200,90.3,55.1,-35.2
20040122,2300,96.8,50.2,-46.6
20040123,0,96.8,73.2,-23.6
20040123,100,97.1,73.2,-23.9
20040123,200,97.1,80.9,-16.2
20040123,300,97.1,85.8,-11.3
20040123,400,97.1,82.7,-14.4
20040123,500,97.1,80.3,-16.8
20040123,600,97.1,73.5,-23.6
20040123,700,97.1,73.7,-23.4
20040123,800,74.6,61.3,-13.3
20040123,900,94,70.2,-23.7
20040123,1000,95.9,73.9,-22
20040123,1100,93.3,77.7,-15.7
20040123,1200,92.8,75.8,-17
20040123,1300,85.7,74,-11.7
20040123,1400,91.9,66.2,-25.7
20040123,1500,92.7,68.1,-24.5
20040123,1600,90.7,63.6,-27.1
20040123,1700,91.3,67,-24.3
20040123,1800,90.7,70.3,-20.4
20040123,1900,88.4,55.8,-32.6
20040123,2000,90.3,56,-34.3
20040123,2100,90.4,49.7,-40.7
20040123,2200,70.1,46.2,-23.9
20040123,2300,25.7,24.8,-0.9
20040124,0,13.1,9.1,-4
20040124,100,5.1,11.5,6.4
20040124,200,19.2,10.1,-9.1
20040124,300,36.8,18.8,-18
20040124,400,53.8,21.6,-32.2
20040124,500,87.1,35.5,-51.6
20040124,600,93.5,31.2,-62.3
20040124,700,92.6,54.6,-38
20040124,800,91.4,58,-33.4
20040124,900,88.6,67.2,-21.4
20040124,1000,87.3,69.4,-17.9
20040124,1100,79.4,58.8,-20.6
20040124,1200,66.5,54.4,-12.1
20040124,1300,69.9,51.2,-18.7
20040124,1400,61.8,42.9,-18.9
20040124,1500,75.5,50.8,-24.8
20040124,1600,79.5,51.1,-28.5
20040124,1700,81.9,60.3,-21.6
20040124,1800,71.7,51.6,-20
20040124,1900,61.7,52.6,-9.1
20040124,2000,55.6,43.9,-11.7
20040124,2100,72.5,48.1,-24.4
20040124,2200,85.8,75.3,-10.5
20040124,2300,92.8,73.2,-19.5
20040125,0,94.2,76.7,-17.4
20040125,100,93.6,64.1,-29.5
20040125,200,93,63.8,-29.2
20040125,300,90.8,65.6,-25.2
20040125,400,91.2,65.9,-25.3
20040125,500,91.3,67.1,-24.2
20040125,600,85.9,63.4,-22.6
20040125,700,63.3,62.7,-0.6
20040125,800,27.1,52.1,25
20040125,900,17.3,49,31.7
20040125,1000,4.5,44.7,40.1
20040125,1100,3.9,41.3,37.3
20040125,1200,3.8,36.3,32.4
20040125,1300,4.3,47.9,43.6
20040125,1400,5.7,39.7,34
20040125,1500,6.6,39,32.5
20040125,1600,4.6,35,30.4
20040125,1700,5.6,31.4,25.8
20040125,1800,10.4,21.3,10.9
20040125,1900,9,21.3,12.3
20040125,2000,18.4,25.2,6.9
20040125,2100,21.2,24.4,3.1
20040125,2200,23.3,32.1,8.8
20040125,2300,45.2,35.8,-9.3
20040126,0,64.1,40.8,-23.3
20040126,100,44.4,32.8,-11.6
20040126,200,47.3,44.2,-3.1
20040126,300,45.5,37.9,-7.7
20040126,400,81.3,48.2,-33.1
20040126,500,59.5,47.7,-11.8
20040126,600,21.3,24.8,3.5
20040126,700,16.7,16.8,0.1
20040126,800,21.8,16.9,-4.9
20040126,900,17.3,21.3,4.1
20040126,1000,9.9,14.5,4.6
20040126,1100,2.9,11,8.1
20040126,1200,2.2,1.1,-1.1
20040126,1300,9.5,9.2,-0.3
20040126,1400,18.6,10.1,-8.5
20040126,1500,18.1,12.2,-6
20040126,1600,19.1,11.1,-8
20040126,1700,15.1,10.7,-4.4
20040126,1800,7.4,9.5,2.1
20040126,1900,4.1,1.9,-2.2
20040126,2000,7.7,8.6,0.8
20040126,2100,9.4,10.3,1
20040126,2200,16.1,19.4,3.3
20040126,2300,24.2,11.3,-12.9
20040127,0,22.1,21.7,-0.3
20040127,100,12.2,16.3,4.1
20040127,200,14.5,18,3.5
20040127,300,34.1,24.2,-9.9
20040127,400,50.5,30.7,-19.8
20040127,500,45.5,30,-15.5
20040127,600,34.6,26.4,-8.3
20040127,700,38,21.4,-16.7
20040127,800,27.2,25.3,-2
20040127,900,13.1,15.3,2.2
20040127,1000,5.4,17.5,12
20040127,1100,3,12.2,9.2
20040127,1200,4.2,21.8,17.6
20040127,1300,8.3,26.4,18.2
20040127,1400,16.1,27.6,11.6
20040127,1500,10.5,22.6,12.1
20040127,1600,7.6,20.5,12.9
20040127,1700,3.1,22.9,19.9
20040127,1800,3.7,22.8,19.1
20040127,1900,12.5,23.1,10.6
20040127,2000,59.3,38.9,-20.5
20040127,2100,91,42.7,-48.3
20040127,2200,94.7,66.4,-28.3
20040127,2300,95.1,70.7,-24.3
20040128,0,95.4,66.6,-28.8
20040128,100,96,73.4,-22.6
20040128,200,95.7,78.7,-17
20040128,300,95,82.3,-12.7
20040128,400,96.8,87.3,-9.5
20040128,500,97.1,91.3,-5.8
20040128,600,97.1,90.5,-6.6
20040128,700,96.2,92.4,-3.8
20040128,800,95.7,91.5,-4.2
20040128,900,96.2,96.5,0.3
20040128,1000,97.1,92.7,-4.4
20040128,1100,93.2,89.3,-3.8
20040128,1200,94.1,92.3,-1.8
20040128,1300,94.4,89.2,-5.1
20040128,1400,51.5,80.6,29.1
20040128,1500,13.3,50.4,37.1
20040128,1600,10,55.3,45.4
20040128,1700,27.3,64.7,37.4
20040128,1800,80.7,78.9,-1.9
20040128,1900,95.8,72.5,-23.3
20040128,2000,87.9,72.1,-15.8
20040128,2100,22.4,63.7,41.4
20040128,2200,6,54.8,48.8
20040128,2300,6.6,56.7,50.1
20040129,0,22.4,61.4,39
20040129,100,29.8,64.6,34.9
20040129,200,30.7,66.9,36.2
20040129,300,37.5,62.4,24.9
20040129,400,50.9,62.5,11.7
20040129,500,50.8,67.1,16.3
20040129,600,49.1,63.3,14.2
20040129,700,48.7,65.5,16.8
20040129,800,48.8,54.2,5.4
20040129,900,49.1,54.6,5.6
20040129,1000,48.3,46.3,-2
20040129,1100,46.4,48.7,2.2
20040129,1200,44.4,47.5,3.1
20040129,1300,24.7,42.5,17.7
20040129,1400,10.6,9.2,-1.3
20040129,1500,4.9,9.4,4.5
20040129,1600,4.9,8.8,3.9
20040129,1700,7.5,11.7,4.1
20040129,1800,22.6,21.4,-1.1
20040129,1900,25.2,21.6,-3.5
20040129,2000,26.2,21.6,-4.5
20040129,2100,89.5,52.4,-37.1
20040129,2200,64.4,45.9,-18.5
20040129,2300,24.9,40.2,15.2
20040130,0,29.8,46.6,16.8
20040130,100,49.9,56.8,6.9
20040130,200,62.3,58,-4.4
20040130,300,75.9,67.1,-8.8
20040130,400,40.3,66,25.7
20040130,500,15.2,63,47.8
20040130,600,7.9,52.8,44.9
20040130,700,13.6,53.5,39.9
20040130,800,8.6,55.9,47.3
20040130,900,7.2,53.9,46.8
20040130,1000,11.8,43.1,31.3
20040130,1100,12.9,49.4,36.6
20040130,1200,19.5,37.4,18
20040130,1300,62,48.5,-13.4
20040130,1400,76,46.8,-29.2
20040130,1500,85.5,59.8,-25.8
20040130,1600,85.8,62.5,-23.2
20040130,1700,86.6,63.5,-23.1
20040130,1800,87.9,66.7,-21.2
20040130,1900,87.2,65.2,-22
20040130,2000,82.3,67.7,-14.6
20040130,2100,82.3,68.7,-13.5
20040130,2200,81.5,73.4,-8.1
20040130,2300,84.4,73.2,-11.1
20040131,0,85,74,-10.9
20040131,100,84.2,81.6,-2.5
20040131,200,85.5,80.6,-4.9
20040131,300,83,80.1,-2.9
20040131,400,83.7,77.4,-6.4
20040131,500,85.7,76.6,-9.1
20040131,600,85.2,71.8,-13.4
20040131,700,85.2,70.9,-14.4
20040131,800,88.2,67.6,-20.6
20040131,900,79.6,51.7,-27.9
20040131,1000,77.6,47.2,-30.4
20040131,1100,66.1,42.6,-23.6
20040131,1200,44.2,43.6,-0.6
20040131,1300,59.5,46.8,-12.7
20040131,1400,81.3,65.7,-15.6
20040131,1500,57.3,55.4,-1.9
20040131,1600,48.6,54.2,5.6
20040131,1700,17.7,50.7,33
20040131,1800,7.2,47.9,40.7
20040131,1900,7.3,42.8,35.5
20040131,2000,11.5,58.7,47.2
20040131,2100,18.5,61.9,43.4
20040131,2200,50.9,69.5,18.6
20040131,2300,65.3,72,6.7
20040201,0,70.9,85.1,14.2
20040201,100,77.3,96.7,19.4
20040201,200,74.8,96.2,21.3
20040201,300,71.2,88.9,17.7
20040201,400,76.5,86.1,9.6
