 DATE-GMT,TIME-GMT,OBSPWR,FCSTPWR,ERR
20050425,900,90.9,91,0.1
20050425,1000,94.1,83,-11.1
20050425,1100,93.7,72.4,-21.3
20050425,1200,85.4,70.2,-15.3
20050425,1300,91.8,75,-16.8
20050425,1400,93.6,75.1,-18.5
20050425,1500,93.5,78.2,-15.3
20050425,1600,94.9,69.7,-25.3
20050425,1700,96.6,67,-29.6
20050425,1800,97.1,67.5,-29.6
20050425,1900,94.9,74.2,-20.7
20050425,2000,95,74,-21
20050425,2100,91,83.2,-7.7
20050425,2200,87.9,93.3,5.4
20050425,2300,75,84.5,9.5
20050426,0,63.5,80,16.5
20050426,100,28,70.8,42.7
20050426,200,19.1,74.9,55.9
20050426,300,40.8,79.8,39
20050426,400,67.7,91.8,24.1
20050426,500,77.1,82,4.9
20050426,600,82.3,75.5,-6.7
20050426,700,82.1,84.6,2.5
20050426,800,80.4,72.7,-7.7
20050426,900,77.6,72.2,-5.4
20050426,1000,66.1,63.4,-2.7
20050426,1100,46.2,50.4,4.2
20050426,1200,29.7,43.9,14.3
20050426,1300,3.8,30.2,26.4
20050426,1400,0.9,31.3,30.4
20050426,1500,2.5,23.7,21.3
20050426,1600,17.1,23.4,6.3
20050426,1700,36.5,27.2,-9.3
20050426,1800,46.9,23.5,-23.4
20050426,1900,57.5,33.7,-23.8
20050426,2000,46.6,31.7,-14.9
20050426,2100,58.4,38.1,-20.3
20050426,2200,75,54.7,-20.3
20050426,2300,79.6,61.6,-17.9
20050427,0,69.9,52.3,-17.5
20050427,100,38.9,45.2,6.3
20050427,200,28.9,42.2,13.3
20050427,300,31.7,52.7,21
20050427,400,15,38.7,23.7
20050427,500,9.1,36.7,27.6
20050427,600,13,11.4,-1.6
20050427,700,14.2,15,0.7
20050427,800,30.9,13,-17.8
20050427,900,92.3,57.6,-34.7
20050427,1000,90.1,51.7,-38.4
20050427,1100,88.2,42.1,-46.1
20050427,1200,85.3,36.6,-48.7
20050427,1300,86,48.1,-37.9
20050427,1400,79.9,50.3,-29.5
20050427,1500,68.9,46.9,-22
20050427,1600,34.5,36.9,2.4
20050427,1700,42,36.8,-5.2
20050427,1800,37.3,43.1,5.9
20050427,1900,26.7,33.8,7.1
20050427,2000,30.7,29.9,-0.8
20050427,2100,50.5,36.1,-14.4
20050427,2200,56.6,41,-15.6
20050427,2300,72.9,50.9,-22.1
20050428,0,82.8,62.3,-20.5
20050428,100,83.6,56.1,-27.5
20050428,200,79.7,62.3,-17.4
20050428,300,81.3,76.6,-4.7
20050428,400,82.8,75,-7.8
20050428,500,88.7,78,-10.7
20050428,600,87.7,69.9,-17.7
20050428,700,67.7,61.5,-6.2
20050428,800,61.2,52.5,-8.7
20050428,900,75,54.9,-20.1
20050428,1000,86.1,61.3,-24.8
20050428,1100,84,55.9,-28
20050428,1200,71.1,54.5,-16.6
20050428,1300,71.4,54.3,-17
20050428,1400,58.2,55.9,-2.3
20050428,1500,36.8,47.7,10.9
20050428,1600,47.3,49.2,1.8
20050428,1700,65.3,52.1,-13.2
20050428,1800,71.4,54.9,-16.6
20050428,1900,71.1,61.1,-10
20050428,2000,70.3,57.9,-12.4
20050428,2100,68.3,62.4,-5.9
20050428,2200,53.1,70.3,17.2
20050428,2300,40.6,46.3,5.7
20050429,0,29.4,35.1,5.7
20050429,100,21.2,30,8.8
20050429,200,20,29.2,9.1
20050429,300,17.5,24.4,6.8
20050429,400,24.4,27.4,3
20050429,500,49.9,30.5,-19.4
20050429,600,73.3,38.3,-34.9
20050429,700,79.4,40.6,-38.8
20050429,800,77.8,46.6,-31.2
20050429,900,43.2,32.9,-10.3
20050429,1000,1.7,2.7,1
20050429,1100,1.7,0.4,-1.3
20050429,1200,1.9,0.7,-1.3
20050429,1300,3.2,0.7,-2.5
20050429,1400,4.5,1.9,-2.6
20050429,1500,3,1.4,-1.6
20050429,1600,1.8,1.3,-0.5
20050429,1700,2.3,0.9,-1.4
20050429,1800,2.3,0.9,-1.4
20050429,1900,1.9,2.6,0.7
20050429,2000,4.7,3.8,-0.9
20050429,2100,7.6,2.7,-4.8
20050429,2200,4.8,2.7,-2.1
20050429,2300,3.9,2.1,-1.9
20050430,0,2.7,3.9,1.2
20050430,100,2.9,2.5,-0.4
20050430,200,3.4,4.2,0.9
20050430,300,4.2,2.2,-2
20050430,400,4.6,5.5,0.9
20050430,500,4.2,5.2,1
20050430,600,4.2,2.6,-1.7
20050430,700,5,2.1,-2.9
20050430,800,7,5.2,-1.8
20050430,900,6.9,8.1,1.2
20050430,1000,4.8,8.2,3.5
20050430,1100,4.1,5.2,1.1
20050430,1200,7.7,10.1,2.4
20050430,1300,44.1,20.1,-24
20050430,1400,35.7,15.2,-20.5
20050430,1500,23.8,10.8,-13
20050430,1600,28.4,10.6,-17.8
20050430,1700,33.3,23.9,-9.3
20050430,1800,34.1,17.8,-16.3
20050430,1900,62.3,27.7,-34.6
20050430,2000,81.6,33.2,-48.5
20050430,2100,74.2,30.2,-44
20050430,2200,75.2,38.2,-36.9
20050430,2300,90,44.9,-45.1
20050501,0,81.2,49.1,-32.1
20050501,100,84.4,45.3,-39.1
20050501,200,57.2,45.3,-11.9
20050501,300,40.7,41.9,1.2
20050501,400,25.9,50.2,24.3
20050501,500,31.4,56.8,25.4
20050501,600,37.6,61.6,24
20050501,700,34.7,65.4,30.8
20050501,800,25.2,60.8,35.6
20050501,900,14.9,53.8,39
20050501,1000,10.3,46.8,36.5
20050501,1100,18,34.5,16.6
20050501,1200,19.3,35.4,16.1
20050501,1300,23,33.8,10.8
20050501,1400,36.2,36.7,0.6
20050501,1500,41.3,36.6,-4.6
20050501,1600,61,50.2,-10.7
20050501,1700,69.2,54.6,-14.6
20050501,1800,70.6,56.6,-14
20050501,1900,76.6,61.2,-15.4
20050501,2000,79,64.4,-14.6
20050501,2100,80.6,68.2,-12.4
20050501,2200,80.6,79,-1.6
20050501,2300,60.8,55.9,-4.9
20050502,0,65.2,60.3,-4.9
20050502,100,40.6,45.6,5
20050502,200,39.1,25.7,-13.3
20050502,300,61.9,28.2,-33.7
20050502,400,51,25.6,-25.4
20050502,500,34.5,18.5,-15.9
20050502,600,47,33.4,-13.6
20050502,700,44.3,37.6,-6.7
20050502,800,27.6,32.3,4.7
20050502,900,17.6,26.2,8.7
20050502,1000,7.7,15.9,8.2
20050502,1100,5.1,6.1,1
20050502,1200,7.2,9,1.7
20050502,1300,32.3,10,-22.3
20050502,1400,50.6,20.4,-30.2
20050502,1500,43.3,23.2,-20.1
20050502,1600,40.5,19.5,-21.1
20050502,1700,60.6,23.8,-36.9
20050502,1800,81.8,27.4,-54.4
20050502,1900,75.8,37.6,-38.2
20050502,2000,70,35.6,-34.3
20050502,2100,70.1,41.8,-28.2
20050502,2200,67.6,44.4,-23.2
20050502,2300,59.7,62.6,2.9
20050503,0,63.1,60.1,-3
20050503,100,77.8,51.1,-26.7
20050503,200,67,61.8,-5.2
20050503,300,70.5,62.5,-8
20050503,400,82.2,55.7,-26.5
20050503,500,87.6,64,-23.6
20050503,600,86.7,71.6,-15
20050503,700,82,62,-20
20050503,800,77.5,58.4,-19.1
20050503,900,81.7,59.7,-22.1
20050503,1000,83.9,54.1,-29.8
20050503,1100,83.6,55.9,-27.8
20050503,1200,83.8,56.5,-27.3
20050503,1300,45.8,48.2,2.4
20050503,1400,22.5,27,4.6
20050503,1500,18.5,38.3,19.8
20050503,1600,31.1,29.3,-1.8
20050503,1700,43,35.1,-7.9
20050503,1800,48.1,28.4,-19.7
20050503,1900,58.5,26.2,-32.3
20050503,2000,56.2,30,-26.2
20050503,2100,51.9,28.4,-23.5
20050503,2200,52.8,38.2,-14.6
20050503,2300,46,33.5,-12.5
20050504,0,49,34.7,-14.3
20050504,100,42.8,21.5,-21.3
20050504,200,35.5,20.8,-14.7
20050504,300,35.7,19.1,-16.6
20050504,400,42.8,20.7,-22
20050504,500,69.7,55.5,-14.2
20050504,600,78.7,53.4,-25.4
20050504,700,76.6,61.6,-15
20050504,800,75.3,77.1,1.8
20050504,900,83.8,76.4,-7.4
20050504,1000,70.7,73.4,2.7
20050504,1100,83.3,61.8,-21.5
20050504,1200,34.5,46,11.5
20050504,1300,11.4,40,28.6
20050504,1400,18.5,41.3,22.7
20050504,1500,21,28.2,7.2
20050504,1600,24.3,31.3,7
20050504,1700,24.3,27.3,3
20050504,1800,21.4,28.9,7.5
20050504,1900,25.1,26.3,1.3
20050504,2000,23.7,27.7,4
20050504,2100,17.3,21.3,4
20050504,2200,20,12.1,-7.9
20050504,2300,16.1,12.1,-4
20050505,0,10.5,10.5,0.1
20050505,100,8,7.6,-0.3
20050505,200,4.8,12.1,7.3
20050505,300,2.6,10.6,8
20050505,400,0.6,6.6,6.1
20050505,500,0,5.3,5.3
20050505,600,0.1,8.5,8.4
20050505,700,0.9,9.3,8.4
20050505,800,0.6,4.8,4.2
20050505,900,1.3,5.5,4.3
20050505,1000,1.2,8.7,7.5
20050505,1100,0.4,5.4,5
20050505,1200,0.9,3.6,2.6
20050505,1300,6,9.4,3.4
20050505,1400,9.8,6.3,-3.5
20050505,1500,9,5.6,-3.4
20050505,1600,11.8,4.5,-7.3
20050505,1700,12.6,4.4,-8.2
20050505,1800,14.2,12.1,-2.2
20050505,1900,15.5,13.2,-2.3
20050505,2000,16.2,12,-4.2
20050505,2100,20.3,16.4,-3.9
20050505,2200,21,11.8,-9.3
20050505,2300,27.5,15.1,-12.4
20050506,0,26.6,16.2,-10.4
20050506,100,28.7,24.2,-4.4
20050506,200,18.5,22.6,4.1
20050506,300,36.2,33.2,-3
20050506,400,37.5,32.6,-4.8
20050506,500,39.3,24.8,-14.4
20050506,600,33.3,26.8,-6.5
20050506,700,16.2,16.9,0.7
20050506,800,10.3,11.9,1.6
20050506,900,5.9,11.4,5.5
20050506,1000,5.2,10.7,5.5
20050506,1100,5,5.6,0.6
20050506,1200,5.8,8.1,2.3
20050506,1300,2.2,6.4,4.2
20050506,1400,2,5,3
20050506,1500,2.9,6.1,3.2
20050506,1600,3.2,4,0.8
20050506,1700,5.2,8.7,3.5
20050506,1800,9.6,6.6,-3
20050506,1900,11.3,12,0.7
20050506,2000,7.5,6.5,-1.1
20050506,2100,7.1,3.2,-3.9
20050506,2200,6.9,3.9,-3
20050506,2300,6.6,3.1,-3.5
20050507,0,6.7,4.1,-2.5
20050507,100,7.2,4.8,-2.5
20050507,200,7.6,2.7,-5
20050507,300,22.4,13.4,-9
20050507,400,27.5,16.3,-11.3
20050507,500,42.2,20.2,-21.9
20050507,600,67.9,26.2,-41.6
20050507,700,84,34.9,-49
20050507,800,86.3,35.8,-50.5
20050507,900,87.6,37.8,-49.8
20050507,1000,89,35.5,-53.5
20050507,1100,86.2,35.9,-50.3
20050507,1200,85.1,40,-45.1
20050507,1300,76.2,38.4,-37.7
20050507,1400,68.2,35.5,-32.7
20050507,1500,55.6,28,-27.6
20050507,1600,41.4,35,-6.3
20050507,1700,57,40.8,-16.2
20050507,1800,80.7,61.5,-19.2
20050507,1900,86.6,65.9,-20.7
20050507,2000,85.5,70.8,-14.7
20050507,2100,88,70.5,-17.5
20050507,2200,86.4,82.1,-4.2
20050507,2300,53.7,68.7,15
20050508,0,42.2,50,7.7
20050508,100,85.7,65.7,-20
20050508,200,84.3,66.8,-17.6
20050508,300,79.4,73.5,-5.9
20050508,400,73.2,76.3,3.1
20050508,500,60.8,74,13.2
20050508,600,45.4,77.9,32.5
20050508,700,46.4,69.1,22.8
20050508,800,25.7,53.1,27.4
20050508,900,25.2,49.4,24.2
20050508,1000,6.6,37.8,31.2
20050508,1100,1.7,33.5,31.8
20050508,1200,7.3,23.1,15.8
20050508,1300,11.6,19.4,7.8
20050508,1400,9.6,22.4,12.8
20050508,1500,17.9,20.1,2.2
20050508,1600,18.3,24.8,6.5
20050508,1700,21.5,26.8,5.3
20050508,1800,25.6,26.6,1.1
20050508,1900,29.4,24.5,-4.9
20050508,2000,28.7,31.3,2.6
20050508,2100,47.1,40.5,-6.5
20050508,2200,60.1,38.7,-21.4
20050508,2300,50.9,42.1,-8.8
20050509,0,47.4,39,-8.4
20050509,100,69.7,47.6,-22.1
20050509,200,79.8,60.8,-19
20050509,300,74,74.1,0
20050509,400,73.4,67.8,-5.6
20050509,500,45.5,57.5,12
20050509,600,14.3,49.7,35.3
20050509,700,1.4,47.8,46.4
20050509,800,0,51.2,51.2
20050509,900,7.8,47.4,39.6
20050509,1000,34.3,50.8,16.5
20050509,1100,21.4,39.4,18
20050509,1200,4.6,3.5,-1.1
20050509,1300,0,2.4,2.4
20050509,1400,0,3,3
20050509,1500,0,2.5,2.5
20050509,1600,0,0.6,0.6
20050509,1700,0,6.4,6.4
20050509,1800,0,0.2,0.2
20050509,1900,0,6.1,6.1
20050509,2000,0.1,0.1,0.1
20050509,2100,0,3.9,3.9
20050509,2200,0,14.8,14.8
20050509,2300,0,14.8,14.8
20050510,0,0,17.7,17.7
20050510,100,0,10,10
20050510,200,0.1,9.2,9
20050510,300,1.6,9.6,8.1
20050510,400,6.8,15.3,8.5
20050510,500,22.1,16.8,-5.3
20050510,600,24.4,17.7,-6.8
20050510,700,28.6,14.4,-14.2
20050510,800,68.4,29.1,-39.3
20050510,900,73.8,25.9,-47.9
20050510,1000,58.6,27.8,-30.8
20050510,1100,33.1,8.9,-24.2
20050510,1200,23.8,10.9,-12.9
20050510,1300,2.5,5.6,3.1
20050510,1400,0,8,8
20050510,1500,0,4.1,4.1
20050510,1600,0.2,2.9,2.7
20050510,1700,5.5,6.2,0.8
20050510,1800,20.9,15.8,-5.1
20050510,1900,21.6,11.5,-10.1
20050510,2000,5.5,5.5,0.1
20050510,2100,0,0.7,0.7
20050510,2200,8.6,3.4,-5.2
20050510,2300,2.4,1.9,-0.4
20050511,0,0,0.7,0.7
20050511,100,0.3,1.7,1.4
20050511,200,2.3,5.8,3.5
20050511,300,38.3,22.3,-16.1
20050511,400,40.8,25.5,-15.2
20050511,500,41.8,25.6,-16.2
20050511,600,80.6,36.7,-43.9
20050511,700,83.5,36.4,-47.1
20050511,800,82.7,39.9,-42.8
20050511,900,80.4,51,-29.3
20050511,1000,79.9,44.3,-35.6
20050511,1100,62.4,41.7,-20.7
20050511,1200,48.8,27.7,-21.1
20050511,1300,67.4,29.8,-37.6
20050511,1400,63.6,32,-31.7
20050511,1500,76.8,39.5,-37.3
20050511,1600,78,39.9,-38
20050511,1700,68.3,40.1,-28.2
20050511,1800,54.7,42.9,-11.8
20050511,1900,43.3,33.1,-10.2
20050511,2000,47.4,44.7,-2.7
20050511,2100,50.2,48.3,-1.9
20050511,2200,80.3,57.5,-22.7
20050511,2300,68.8,47.9,-20.9
20050512,0,25.2,34,8.8
20050512,100,45.6,45.8,0.2
20050512,200,79.4,53.4,-26
20050512,300,91,66.3,-24.8
20050512,400,77.1,69.8,-7.3
20050512,500,87.6,86.1,-1.5
20050512,600,90.4,79.2,-11.2
20050512,700,58.5,65.9,7.4
20050512,800,72.2,76.8,4.6
20050512,900,73.6,85.4,11.8
20050512,1000,6.7,67.3,60.5
20050512,1100,1.4,44.8,43.4
20050512,1200,0.8,40.9,40.1
20050512,1300,1.6,37.9,36.3
20050512,1400,1.6,30.3,28.7
20050512,1500,4.4,26.6,22.2
20050512,1600,4.1,24.2,20.1
20050512,1700,2.9,19.2,16.3
20050512,1800,2.5,39.7,37.3
20050512,1900,3.2,48.8,45.6
20050512,2000,3.8,66.2,62.5
20050512,2100,4.3,56.1,51.8
20050512,2200,4,51.8,47.8
20050512,2300,3.4,41.7,38.3
20050513,0,3.4,31.9,28.4
20050513,100,3.2,28.8,25.6
20050513,200,2.4,34.1,31.7
20050513,300,6.6,28.2,21.7
20050513,400,11.9,21.9,10
20050513,500,11.7,20.5,8.7
20050513,600,10,23.8,13.8
20050513,700,5.6,20,14.4
20050513,800,9.2,16.3,7
20050513,900,8.6,22.9,14.3
20050513,1000,6.2,16.8,10.6
20050513,1100,5.3,9.6,4.3
20050513,1200,5.7,2.2,-3.5
20050513,1300,4.9,1.7,-3.1
20050513,1400,7,3.7,-3.4
20050513,1500,6.9,2.1,-4.8
20050513,1600,5.5,8.3,2.8
20050513,1700,5.2,9,3.8
20050513,1800,6.3,8.8,2.5
20050513,1900,8.7,9.3,0.6
20050513,2000,12.4,20.6,8.1
20050513,2100,15.1,16.7,1.6
20050513,2200,16.6,18.8,2.2
20050513,2300,16.9,26.6,9.7
20050514,0,13.6,16.1,2.5
20050514,100,13.6,7.6,-6
20050514,200,32.8,23.8,-9
20050514,300,28.4,31.1,2.7
20050514,400,40.2,33.8,-6.4
20050514,500,80.9,42.4,-38.4
20050514,600,97.1,63.4,-33.7
20050514,700,97.1,62.9,-34.2
20050514,800,96.8,52.8,-43.9
20050514,900,97.1,92.2,-4.9
20050514,1000,95.3,85.1,-10.2
20050514,1100,87.3,71.7,-15.5
20050514,1200,65.3,59.4,-5.9
20050514,1300,53.5,56,2.5
20050514,1400,61.5,63.5,1.9
20050514,1500,73.1,69.6,-3.5
20050514,1600,72.4,69,-3.4
20050514,1700,71.7,62.1,-9.6
20050514,1800,79.4,79.6,0.2
20050514,1900,73.9,84.9,11
20050514,2000,76.3,77.3,1
20050514,2100,80.8,88.3,7.5
20050514,2200,77.5,95.9,18.3
20050514,2300,75.7,83.7,8
20050515,0,72.7,76.7,4.1
20050515,100,80.8,88.8,7.9
20050515,200,71.6,91.7,20
20050515,300,87.3,97.1,9.8
20050515,400,88,96.8,8.8
20050515,500,79.5,97.1,17.6
20050515,600,86.8,97.1,10.3
20050515,700,85.2,97.1,11.9
20050515,800,87.1,97.1,10
20050515,900,83.3,97.1,13.8
20050515,1000,75.1,92.9,17.8
20050515,1100,63.1,63.7,0.6
20050515,1200,42.1,55.7,13.6
20050515,1300,37.6,54.3,16.8
20050515,1400,38.6,60.2,21.5
20050515,1500,29.4,52.8,23.4
20050515,1600,30.6,53,22.4
20050515,1700,39.4,48.1,8.7
20050515,1800,51.1,56.5,5.3
20050515,1900,45.2,68.6,23.4
20050515,2000,41.2,53,11.8
20050515,2100,39.7,58.8,19.1
20050515,2200,32.3,70.1,37.9
20050515,2300,51.7,66.6,14.9
20050516,0,57,62.8,5.8
20050516,100,53.9,69.3,15.4
20050516,200,70.6,76.1,5.5
20050516,300,76.9,90.2,13.3
20050516,400,77.4,93.1,15.7
20050516,500,74.2,97.1,22.9
20050516,600,71.9,90.6,18.7
20050516,700,72.6,83.6,11
20050516,800,53.5,72.1,18.5
20050516,900,53.4,85.2,31.7
20050516,1000,51.8,70.2,18.4
20050516,1100,53.7,58,4.3
20050516,1200,61.4,54.6,-6.8
20050516,1300,63.6,62.3,-1.2
20050516,1400,47.3,54.7,7.4
20050516,1500,6.2,46.6,40.4
20050516,1600,9.5,47.7,38.2
20050516,1700,5.6,50.7,45.1
20050516,1800,4.8,36.1,31.3
20050516,1900,13.5,37.1,23.6
20050516,2000,22.3,33.6,11.2
20050516,2100,23.8,18.9,-4.8
20050516,2200,22.9,24,1.1
20050516,2300,15.4,17.6,2.2
20050517,0,8.9,7.9,-1
20050517,100,11.4,27.2,15.8
20050517,200,25.5,29.6,4.1
20050517,300,26.7,36,9.3
20050517,400,13.4,31.8,18.4
20050517,500,6.7,24.5,17.8
20050517,600,3.4,23.6,20.2
20050517,700,2.1,26,23.8
20050517,800,2.2,22.5,20.3
20050517,900,2,17.1,15.1
20050517,1000,2.1,14.3,12.1
20050517,1100,2,15.8,13.8
20050517,1200,2.3,11.2,8.9
20050517,1300,5.2,11.4,6.2
20050517,1400,6.3,9.2,2.9
20050517,1500,6.7,6.8,0.1
20050517,1600,6.6,6.3,-0.3
20050517,1700,7,8.2,1.2
20050517,1800,6.5,10.9,4.4
20050517,1900,8.8,7.7,-1.1
20050517,2000,11.6,8.9,-2.7
20050517,2100,7.9,12,4.1
20050517,2200,6,10.6,4.7
20050517,2300,6.1,8.1,2
20050518,0,6,7,1.1
20050518,100,4.9,2.8,-2.2
20050518,200,3.2,4.8,1.6
20050518,300,1.9,11.8,9.9
20050518,400,1.7,2.8,1.1
20050518,500,1.6,1.7,0.1
20050518,600,1.6,2.1,0.6
20050518,700,1.7,4.6,3
20050518,800,1.9,2.9,1
20050518,900,1.6,4,2.4
20050518,1000,1.3,3.4,2.1
20050518,1100,1.2,3.4,2.2
20050518,1200,1.1,3.7,2.5
20050518,1300,1.1,2,0.9
20050518,1400,1.1,2.5,1.5
20050518,1500,1.5,1.1,-0.3
20050518,1600,1.3,0.4,-0.9
20050518,1700,1.4,2.3,0.9
20050518,1800,1.4,1.3,-0.1
20050518,1900,1.2,0.8,-0.4
20050518,2000,1.9,3.6,1.7
20050518,2100,4.2,5,0.8
20050518,2200,7.1,5.3,-1.8
20050518,2300,6.8,3.5,-3.3
20050519,0,5.7,3.2,-2.6
20050519,100,4.9,2.4,-2.6
20050519,200,3.9,4.3,0.4
20050519,300,3.1,1.5,-1.6
20050519,400,2.3,6.7,4.4
20050519,500,2,12.1,10.1
20050519,600,1.6,9.1,7.6
20050519,700,1.6,9.8,8.2
20050519,800,2,10.9,9
20050519,900,2,1,-1
20050519,1000,1.7,0.8,-1
20050519,1100,0.4,0.1,-0.3
20050519,1200,0,0.2,0.2
20050519,1300,0,0.6,0.6
20050519,1400,0,2.8,2.8
20050519,1500,0,2.4,2.4
20050519,1600,0,0,0
20050519,1700,0,8.7,8.7
20050519,1800,0.2,5.8,5.6
20050519,1900,1.5,10.3,8.8
20050519,2000,0.1,6.1,6.1
20050519,2100,2.9,9,6.1
20050519,2200,9.5,7.1,-2.4
20050519,2300,31.7,11.9,-19.8
20050520,0,29.9,21,-8.9
20050520,100,27.5,28.9,1.3
20050520,200,23.7,25.9,2.2
20050520,300,7.5,14.9,7.4
20050520,400,3.5,22.9,19.4
20050520,500,4.2,24.3,20.1
20050520,600,4,26.9,22.9
20050520,700,4.7,28,23.3
20050520,800,1.6,35.5,33.9
20050520,900,4.6,23.6,19
20050520,1000,6.1,26.7,20.5
20050520,1100,5.9,14.3,8.4
20050520,1200,3.9,11.3,7.4
20050520,1300,0.3,13.4,13.1
20050520,1400,0,5.1,5.1
20050520,1500,2,7.8,5.8
20050520,1600,8,6.4,-1.6
20050520,1700,7.4,6.8,-0.6
20050520,1800,3.8,1.9,-1.9
20050520,1900,5.6,4.6,-1.1
20050520,2000,8.5,4.1,-4.4
20050520,2100,14.5,5.4,-9.1
20050520,2200,18,6.9,-11.1
20050520,2300,25.5,14.6,-11
20050521,0,40.8,23.8,-17
20050521,100,31.9,30.6,-1.3
20050521,200,22.8,24.8,2
20050521,300,22,27.9,5.9
20050521,400,15.4,29.4,14
20050521,500,10.9,21.7,10.8
20050521,600,7.3,23.2,15.9
20050521,700,7.7,12.5,4.9
20050521,800,4.7,8,3.3
20050521,900,3.5,9.1,5.6
20050521,1000,4,2.9,-1.1
20050521,1100,2,2.8,0.7
20050521,1200,4.5,8.8,4.3
20050521,1300,5.6,10.7,5.1
20050521,1400,2.8,2.4,-0.4
20050521,1500,2.3,2.1,-0.2
20050521,1600,1.8,6.4,4.6
20050521,1700,3.1,4.5,1.4
20050521,1800,4.6,7,2.4
20050521,1900,10.5,7.1,-3.3
20050521,2000,10.8,9.7,-1.1
20050521,2100,15.6,17.3,1.7
20050521,2200,22.3,23.2,0.9
20050521,2300,26.9,22.9,-4
20050522,0,38.3,24,-14.3
20050522,100,39.7,28.3,-11.4
20050522,200,37.5,32.3,-5.2
20050522,300,39.3,32.6,-6.7
20050522,400,24.1,24.6,0.5
20050522,500,25.6,32.9,7.3
20050522,600,29.5,32,2.5
20050522,700,33.9,34.6,0.7
20050522,800,40.1,34.1,-6
20050522,900,54.3,36.6,-17.6
20050522,1000,71.7,52.6,-19.1
20050522,1100,63.1,40.7,-22.3
20050522,1200,73.2,36.5,-36.7
20050522,1300,54.1,29.2,-24.9
20050522,1400,52.3,31,-21.3
20050522,1500,67,34.3,-32.7
20050522,1600,64.6,49.1,-15.4
20050522,1700,73.7,58.6,-15.1
20050522,1800,66.8,77.3,10.6
20050522,1900,63.9,79.4,15.5
20050522,2000,59,84.8,25.8
20050522,2100,38.4,73.3,35
20050522,2200,23.1,63.2,40.1
20050522,2300,32.1,52.8,20.7
20050523,0,65.5,60.9,-4.6
20050523,100,81.5,67.8,-13.7
20050523,200,88.9,56.8,-32.1
20050523,300,83.2,62.5,-20.7
20050523,400,58,65.5,7.5
20050523,500,53.8,60.7,6.9
20050523,600,46.8,72.8,26
20050523,700,52,65,13
20050523,800,30.1,59.6,29.6
20050523,900,41,57.5,16.5
20050523,1000,30.3,52.8,22.5
20050523,1100,14.1,49.7,35.6
20050523,1200,9.4,47.6,38.3
20050523,1300,7.4,39.3,31.8
20050523,1400,15.8,43,27.2
20050523,1500,11.7,39.9,28.2
20050523,1600,39.9,40.1,0.2
20050523,1700,71.2,54.6,-16.6
20050523,1800,57.4,51.4,-6.1
20050523,1900,73.7,57.2,-16.5
20050523,2000,82.7,61.4,-21.3
20050523,2100,64.9,62.2,-2.7
20050523,2200,48.9,50.8,1.9
20050523,2300,49.5,51.1,1.5
20050524,0,52.4,39.1,-13.2
20050524,100,60.8,49.8,-11
20050524,200,29.4,34.1,4.7
20050524,300,46.3,36.8,-9.5
20050524,400,83.6,55.4,-28.2
20050524,500,88,58.8,-29.1
20050524,600,83.8,64.2,-19.6
20050524,700,84.3,62,-22.2
20050524,800,49.4,51.7,2.2
20050524,900,65,66.4,1.5
20050524,1000,47.4,38.8,-8.6
20050524,1100,22.8,37,14.1
20050524,1200,4.5,33.8,29.3
20050524,1300,2.6,2.5,-0.1
20050524,1400,0.4,0.7,0.3
20050524,1500,0,0.9,0.9
20050524,1600,0,2.9,2.9
20050524,1700,0,1.6,1.6
20050524,1800,2.7,6.5,3.8
20050524,1900,2.4,11.8,9.4
20050524,2000,19.8,14.4,-5.4
20050524,2100,37,14.8,-22.2
20050524,2200,45.9,25.2,-20.7
20050524,2300,42.5,20.5,-22
20050525,0,52.7,26.3,-26.3
20050525,100,22.8,21.9,-0.9
20050525,200,6.3,15.8,9.4
20050525,300,2.9,14.1,11.2
20050525,400,7.2,17.3,10.1
20050525,500,16.9,27.5,10.6
20050525,600,16.9,29.7,12.8
20050525,700,8.8,16.6,7.9
20050525,800,7.1,10.5,3.5
20050525,900,7.2,10.4,3.2
20050525,1000,6.5,11.8,5.3
20050525,1100,6.2,9.3,3.1
20050525,1200,3.8,7.2,3.4
20050525,1300,11.1,6.7,-4.4
20050525,1400,13.3,4.3,-9
20050525,1500,18,5.5,-12.5
20050525,1600,21.2,7,-14.3
20050525,1700,31.8,9.4,-22.4
20050525,1800,40.8,11.2,-29.5
20050525,1900,53.3,18.2,-35.2
20050525,2000,44.8,14.1,-30.7
20050525,2100,66.1,63.4,-2.7
20050525,2200,88.4,64,-24.4
20050525,2300,85.5,69.2,-16.3
20050526,0,77.5,64.9,-12.5
20050526,100,75.3,59.8,-15.5
20050526,200,73.1,52.6,-20.5
20050526,300,74,75.5,1.4
20050526,400,63.9,66.9,3
20050526,500,60.8,69.2,8.4
20050526,600,68.8,73.9,5.1
20050526,700,71.2,72.5,1.3
20050526,800,71,68.5,-2.5
20050526,900,70.7,76.3,5.7
20050526,1000,82.4,70.7,-11.7
20050526,1100,85.8,67.7,-18.1
20050526,1200,83.4,67,-16.5
20050526,1300,82.7,65.6,-17.2
20050526,1400,86,54.3,-31.7
20050526,1500,86.9,53.9,-33
20050526,1600,80.2,57.4,-22.7
20050526,1700,77.7,55.4,-22.3
20050526,1800,77.6,58.9,-18.6
20050526,1900,80.9,69.6,-11.3
20050526,2000,63.2,77,13.9
20050526,2100,61,85.8,24.7
20050526,2200,64.5,86,21.5
20050526,2300,61.3,90.7,29.4
