Hourly Integrated Real-Time LMP values for 200402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The following values are weighted-average real-time LMPs used in PJM billing calculations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone LMPs are load-weighted and were subject to change prior to the fifth PJM business day of the following month.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start of LMP Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Name,Voltage,Equipment,Zone,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400
20040201,PJM,ZONE, , ,64.357851,77.611152,62.047517,88.284098,100.147124,46.721637,33.086554,50.849294,60.923484,59.55013,56.018336,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,PSEG,ZONE, , ,62.446234,72.53517,57.410076,80.331441,90.607579,43.531177,30.787858,47.41454,54.642553,58.985128,57.378033,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,PECO,ZONE, , ,63.829763,77.574016,61.487945,86.762543,96.81755,46.48689,32.908842,50.408155,59.173866,61.627751,58.384031,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,PPL,ZONE, , ,62.729761,74.303361,58.697288,82.1792,91.794924,44.592371,31.555989,48.440609,55.690214,60.700953,58.643025,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,BGE,ZONE, , ,72.115238,102.305606,82.84452,121.947553,135.529705,61.123958,43.399114,65.695179,86.067497,68.799404,56.543226,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,JCPL,ZONE, , ,62.647686,73.497036,58.129502,81.407063,91.43227,44.079652,31.178231,47.93951,55.267545,59.71178,57.845847,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,PENELEC,ZONE, , ,55.368056,46.358101,36.264834,47.190601,58.938931,28.130581,19.744776,31.839145,31.295062,44.675612,51.474888,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,METED,ZONE, , ,63.868512,77.959548,61.740112,87.11836,96.972391,46.72897,33.086272,50.640806,59.351017,62.09514,58.75979,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,PEPCO,ZONE, , ,74.379278,108.84653,88.549593,131.401337,146.144262,64.989797,46.171543,69.749499,93.39794,70.413438,55.716264,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,AECO,ZONE, , ,63.91274,77.789152,61.680907,87.086154,97.192975,46.612271,32.998806,50.540523,59.423226,61.656707,58.332439,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,DPL,ZONE, , ,64.390662,79.360342,62.996964,89.215293,99.412535,47.545202,33.668138,51.502903,61.015551,62.297689,58.424395,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,APS,ZONE, , ,59.245014,57.263078,46.155026,64.01372,78.821566,35.276685,24.921082,39.746198,44.989386,47.206009,49.754169,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,RECO,ZONE, , ,61.40322,68.410356,54.130545,75.251946,85.95253,41.077345,29.021799,44.927175,51.084228,56.41555,56.122826,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
20040201,EASTERN HUB,HUB, , ,64.046532,78.261184,62.068089,87.706612,97.8169,46.892391,33.199761,50.826566,59.878021,61.88128,58.397498,56.4,52.58,36.25,35.53,31.4,24.99,61.31,70.19,32.55,54.12,62.11,50.31,61.5
